File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum	Nemo_file_name	Released_URL	Identifier
NW_TX0039-5_S01_L003_I1_001.fastq.gz	L8TX_200227_01_D09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8b6fa583b32575cc618ffb5a869bb666	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-g9d2h5o	8b6fa583b32575cc618ffb5a869bb666	NW_TX0039-5_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-5_S01_L003-001.fastq.tar	nemo:seq-5hyf30j
NW_TX0039-7_S01_L003_I1_001.fastq.gz	L8TX_200227_01_F09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	7ee5a99edffc415c4517dd4c720d686a	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-h61oyzg	7ee5a99edffc415c4517dd4c720d686a	NW_TX0039-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-7_S01_L003-001.fastq.tar	nemo:seq-h93m7bu
NW_TX0039-8_S01_L003_I1_001.fastq.gz	L8TX_200227_01_G09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	03ab64acc7a29ff0647409fb00bb6c41	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-32quvwq	03ab64acc7a29ff0647409fb00bb6c41	NW_TX0039-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-8_S01_L003-001.fastq.tar	nemo:seq-cyapya4
NW_TX0033-9_S01_L003_I1_001.fastq.gz	L8TX_200213_01_C06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	079e0d6c068b1e4d76201cdbfa76db39	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-js2bp6x	079e0d6c068b1e4d76201cdbfa76db39	NW_TX0033-9_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-9_S01_L003-001.fastq.tar	nemo:seq-2vfmcss
NW_TX0033-10_S01_L003_I1_001.fastq.gz	L8TX_200213_01_H06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	bce0f83168969f0329832f5226069ce4	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-pj5y0z1	bce0f83168969f0329832f5226069ce4	NW_TX0033-10_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-10_S01_L003-001.fastq.tar	nemo:seq-euaaroq
NW_TX0035-6_S01_L003_I1_001.fastq.gz	L8TX_200213_01_E06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c200fd5b2eb37a2bef35dd60f97e143d	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-hjavajx	c200fd5b2eb37a2bef35dd60f97e143d	NW_TX0035-6_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-6_S01_L003-001.fastq.tar	nemo:seq-3fbhkoi
NW_TX0035-7_S01_L003_I1_001.fastq.gz	L8TX_200213_01_C07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	60789661e276788bb776f55883e45999	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-bxt0fco	60789661e276788bb776f55883e45999	NW_TX0035-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-7_S01_L003-001.fastq.tar	nemo:seq-7k8t788
NW_TX0020-4_S01_L003_I1_001.fastq.gz	L8TX_191003_01_D03	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	25db30c7107ecc1efdfa88407bb0daab	A1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-wsru29e	25db30c7107ecc1efdfa88407bb0daab	NW_TX0020-4_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0020-4_S01_L003-001.fastq.tar	nemo:seq-g62rj5m
NW_TX0029-16_S01_L003_I1_001.fastq.gz	L8TX_200107_01_B10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	bb1563820f68d0547106b01a069303f7	A1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-wbak5h2	bb1563820f68d0547106b01a069303f7	NW_TX0029-16_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-16_S01_L003-001.fastq.tar	nemo:seq-ehfk085
NW_TX0028-3_S01_L003_I1_001.fastq.gz	L8TX_191217_01_H03	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	571dcf7d633a9c663fed04c831ec6f75	ACC_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-2wnn4ob	571dcf7d633a9c663fed04c831ec6f75	NW_TX0028-3_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0028-3_S01_L003-001.fastq.tar	nemo:seq-4h5ce8s
NW_TX0029-11_S01_L003_I1_001.fastq.gz	L8TX_200107_01_F09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	cc7fc0bfba3d7548b46d2a21aaa6e58e	DLPFC_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-r5e9170	cc7fc0bfba3d7548b46d2a21aaa6e58e	NW_TX0029-11_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-11_S01_L003-001.fastq.tar	nemo:seq-2r2mjis
NW_TX0029-12_S01_L003_I1_001.fastq.gz	L8TX_200107_01_A09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	46e1122fd75606e5fd51a3bd3cda94b0	MTG_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-9viqmns	46e1122fd75606e5fd51a3bd3cda94b0	NW_TX0029-12_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-12_S01_L003-001.fastq.tar	nemo:seq-dsmm38b
NW_TX0022-7_S01_L003_I1_001.fastq.gz	L8TX_191029_01_A07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	abaf496558f1eac23ae82d5702aea36a	MTG_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-us6iwk8	abaf496558f1eac23ae82d5702aea36a	NW_TX0022-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0022-7_S01_L003-001.fastq.tar	nemo:seq-rzkfpy3
NW_TX0022-13_S01_L003_I1_001.fastq.gz	L8TX_191105_01_A09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	842392584808fe050148eafaedde59d3	S1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ig6815k	842392584808fe050148eafaedde59d3	NW_TX0022-13_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0022-13_S01_L003-001.fastq.tar	nemo:seq-j6841ao
NW_TX0029-5_S01_L003_I1_001.fastq.gz	L8TX_191217_01_A04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	6d4a37df9db75055488c93c545eecda6	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-tbop7ok	6d4a37df9db75055488c93c545eecda6	NW_TX0029-5_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-5_S01_L003-001.fastq.tar	nemo:seq-ban4otg
NW_TX0029-6_S01_L003_I1_001.fastq.gz	L8TX_191217_01_B04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f29b2804192703cfa9b1ea524fb79723	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-zeoq9b5	f29b2804192703cfa9b1ea524fb79723	NW_TX0029-6_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-6_S01_L003-001.fastq.tar	nemo:seq-451dwub
NW_TX0029-7_S01_L003_I1_001.fastq.gz	L8TX_191217_01_C04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	31f3032f3cd224789af25fe2783bf75c	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-1m73p7j	31f3032f3cd224789af25fe2783bf75c	NW_TX0029-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-7_S01_L003-001.fastq.tar	nemo:seq-r6bz6zh
NW_TX0029-8_S01_L003_I1_001.fastq.gz	L8TX_191217_01_D04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	6820656605623157ac8dc9023f48c82a	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-5u6f163	6820656605623157ac8dc9023f48c82a	NW_TX0029-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-8_S01_L003-001.fastq.tar	nemo:seq-as6527p
NW_TX0061-2_S01_L003_I1_001.fastq.gz	L8TX_200810_01_D05	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	5ddf48dd9b18c27053afcf59b61e4fb8	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.004	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-pecnpzu	5ddf48dd9b18c27053afcf59b61e4fb8	NW_TX0061-2_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0061-2_S01_L003-001.fastq.tar	nemo:seq-guk3692
NW_TX0062-4_S01_L003_I1_001.fastq.gz	L8TX_200813_01_C11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	dbccad7587df3098192d967d1f1b5d8f	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.004	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-zmcquen	dbccad7587df3098192d967d1f1b5d8f	NW_TX0062-4_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0062-4_S01_L003-001.fastq.tar	nemo:seq-otefbeg
SM-K6L24-7_S01_L003_I1_001.fastq.gz	L8TX_200730_01_H01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f667f10f4f3f2bb13093ee6b001f9227	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.004	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-0r13hys	f667f10f4f3f2bb13093ee6b001f9227	SM-K6L24-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L24-7_S01_L003-001.fastq.tar	nemo:seq-ah8abgv
SM-K6L24-8_S01_L003_I1_001.fastq.gz	L8TX_200730_01_C04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d152c085ac9f0750f925269dc670af1e	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.004	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-26s8omp	d152c085ac9f0750f925269dc670af1e	SM-K6L24-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L24-8_S01_L003-001.fastq.tar	nemo:seq-dyfh1ut
SM-K6L24-9_S01_L003_I1_001.fastq.gz	L8TX_200730_01_A02	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8b386b20951b583640ad0c93674652a8	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.004	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-19657dd	8b386b20951b583640ad0c93674652a8	SM-K6L24-9_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L24-9_S01_L003-001.fastq.tar	nemo:seq-ngavt2u
NW_TX0037-4_S01_L003_R1_001.fastq.gz	L8TX_200306_01_G11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f66d98d0974b9fc3a6a4691ab617f7ec	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-aadwmbo	f66d98d0974b9fc3a6a4691ab617f7ec	NW_TX0037-4_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0037-4_S01_L003-001.fastq.tar	nemo:seq-4fbr09f
NW_TX0037-5_S01_L003_R1_001.fastq.gz	L8TX_200306_01_H11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	e03581ef8962ce187b0138c6ccaa8d45	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-pnquvnw	e03581ef8962ce187b0138c6ccaa8d45	NW_TX0037-5_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0037-5_S01_L003-001.fastq.tar	nemo:seq-opoodwe
NW_TX0038-10_S01_L003_R1_001.fastq.gz	L8TX_200306_01_E11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	644facc977cb93eac76866ab578044d5	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ky1v7u9	644facc977cb93eac76866ab578044d5	NW_TX0038-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-10_S01_L003-001.fastq.tar	nemo:seq-7p9zq9x
NW_TX0038-9_S01_L003_R1_001.fastq.gz	L8TX_200306_01_C12	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d8ec6f1add20a1ba735fc7a90bb62e2f	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-70nmot0	d8ec6f1add20a1ba735fc7a90bb62e2f	NW_TX0038-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-9_S01_L003-001.fastq.tar	nemo:seq-nv1w5ae
NW_TX0031-1_S01_L003_R1_001.fastq.gz	L8TX_200114_01_H11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	dac5c7cae2e30fb913debfaa39e73643	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-uaykosi	dac5c7cae2e30fb913debfaa39e73643	NW_TX0031-1_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0031-1_S01_L003-001.fastq.tar	nemo:seq-9k8o22d
NW_TX0030-10_S01_L003_R1_001.fastq.gz	L8TX_200114_01_D11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	37fa757f23d02c64c7b38ccb4bec9a5d	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ge91wx7	37fa757f23d02c64c7b38ccb4bec9a5d	NW_TX0030-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-10_S01_L003-001.fastq.tar	nemo:seq-fdavay6
NW_TX0030-9_S01_L003_R1_001.fastq.gz	L8TX_200114_01_C11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	18ecaaa6d8f1630e406c4d7933d49c60	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-o509sih	18ecaaa6d8f1630e406c4d7933d49c60	NW_TX0030-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-9_S01_L003-001.fastq.tar	nemo:seq-u3i4gdu
NW_TX0030-14_S01_L003_R1_001.fastq.gz	L8TX_200114_01_A12	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	7f0c1d65b511ff15d343109439515c47	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-0m8e897	7f0c1d65b511ff15d343109439515c47	NW_TX0030-14_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-14_S01_L003-001.fastq.tar	nemo:seq-m4rt97x
NW_TX0020-15_S01_L003_R1_001.fastq.gz	L8TX_191008_01_B06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	12f6f0eb1fdd839920dbf2c9bec127fd	ACC_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-86ajr1f	12f6f0eb1fdd839920dbf2c9bec127fd	NW_TX0020-15_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0020-15_S01_L003-001.fastq.tar	nemo:seq-2vs0si3
